Crash_UID,AlcoholInvolved,AtIntersection,BicycleInvolved,Year,Quarter,Month,Day,CrashTime,CrashType,DayOfWeek,DaytimeNighttime_NHTSA,DistractedDriverInvolved,DistractedDriverInjuries,DriverTextingInvolved,DriverUsingCellPhone,FunctionalClassCode,Hour,IntersectionType,Jurisdiction,Sum of Latitude,Sum of Longitude,LocationTypeName,Meteorological Season,MonthName,MotorcycleInvolved,Number_Of_Fatalities,Number_Of_Injuries,PedestrianFatalities,PedestrianInjuries,PedestrianInvolved,RelationToRoadway_Category,RelationToRoadway_Value,RoadName,RouteName,SchoolZone,SecondaryLocation,Age,Gender,Age_Groups,Pedestrian_UID,PedestrianAction_Category,PedestrianAction_Value,PedestrianCondition,PedestrianDrinking_Category,PedestrianDrinking_Value,PedestrianInjuryType,PedestrianState,WearReflectiveClothing,Year,WorkZoneType,WorkZoneLocation,WeatherCondition,TrafficControlType,TownName,Single_Multi_Vehicle,TypeOfCollision,TrainRelated,SpeedRelated,TrafficControlMechanicalDevice,MileMarker,RouteNumber,RoadwayDescription,RoadwayAlignment,RoadwayDefect,RoadwaySurfaceCondition,Sum of NumberOfVehicles,SchoolZoneInvolved,WorkZoneRelated
c8330388,No,At Intersection,No,2022,Qtr 1,January,19,1899-12-30 18:17:00,Injury Crash,Wednesday,Nighttime,No,0,No,No,Major Collector,18,Four Approaches,Prince William County,38.68078,-77.32076,Urban,Winter,January,No,0,1,0,1,Yes,Intersection,Intersection Related - Outside 150 Feet,SC-2000E (PRINCE WILLIAM COUNTY),SMOKETOWN RD,No,OLD BRIDGE RD,,Female,Null Age Group,ped6500657,Crossing At Intersection,Crossing At Intersection With Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,Yes,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Signal,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,0.36,2000,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Dry,1,No,No
c3125203,No,At Intersection,No,2022,Qtr 1,January,20,1899-12-30 17:44:00,Injury Crash,Thursday,Daytime,No,0,No,No,Other Principal Arterial,17,Four Approaches,Henrico County,37.62101,-77.52519,Urban,Winter,January,No,0,1,0,1,Yes,Intersection,Intersection Related - Outside 150 Feet,US-250W,BROAD ST,No,CARDINAL RD,59,Male,51 - 64 Y.O.,ped7646896,Crossing At Intersection,Crossing At Intersection No Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,Rain,Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,158.78,250,"Two-Way, Divided, Unprotected Median",Dip - Straight,No Defects,Wet,1,No,No
c8254634,No,At Intersection,No,2022,Qtr 1,January,20,1899-12-30 18:15:00,Injury Crash,Thursday,Nighttime,No,0,No,No,Local,18,Four Approaches,Va. Beach City,36.8073,-76.18966,Urban,Winter,January,No,0,1,0,1,Yes,Intersection Area,Within Intersection,WALTMAR DR (PR - CITY OF VIRGINIA BEACH),WALTMAR DR,No,STRICKLAND BLVD,70,Female,65 and over Y.O.,ped8918380,Crossing At Intersection,Crossing At Intersection No Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,Sleet/Hail,No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,0,,"Two-Way, Not Divided",Straight - Level,No Defects,Icy,1,No,No
c6258757,No,At Intersection,No,2022,Qtr 1,January,20,1899-12-30 18:36:00,Injury Crash,Thursday,Nighttime,Yes,0,No,No,Minor Arterial,18,Not at Intersection,Va. Beach City,36.8578,-76.17645,Urban,Winter,January,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,UR-8678E (CITY OF VIRGINIA BEACH),NEWTOWN RD,No,LAKE EDWARD DR,22,Male,21 - 35 Y.O.,ped9677388,Crossing Not At Intersection,Crossing Not At Intersection – Urban,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,Rain,Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,2.55,8678,"Two-Way, Not Divided",Straight - Level,No Defects,Wet,1,No,No
c2330361,No,At Intersection,No,2022,Qtr 1,January,22,1899-12-30 11:22:00,Injury Crash,Saturday,Daytime,No,0,No,No,Minor Arterial,11,Not at Intersection,Albemarle County,38.05112,-78.70398,Rural,Winter,January,No,0,2,0,1,Yes,Interchange Area,Main-Line Roadway,US-250W,ROCKFISH GAP TPKE,Yes,VA-9886,41,Male,36 - 50 Y.O.,ped3000062,Walking In Roadway,Walking In Roadway Against Traffic – Side Walks Not Available,No Defects,Had Not Been Drinking,Had Not Been Drinking,Serious Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Signal,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,82.49,250,"Two-Way, Not Divided",Straight - Level,Other,Snowy,1,Yes,No
c0162933,No,At Intersection,No,2022,Qtr 1,January,25,1899-12-30 18:22:00,Injury Crash,Tuesday,Nighttime,No,0,No,No,Minor Arterial,18,Three Approaches,Roanoke City,37.27295,-79.91557,Urban,Winter,January,No,0,1,0,1,Yes,Intersection Area,Intersection Related - Within 150 Feet,VA-24E,DALE AVE,No,20TH ST,49,Female,36 - 50 Y.O.,ped7453998,Walking In Roadway,Walking In Roadway With Traffic – Sidewalks Available,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,Rain,Traffic Signal,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,1.48,24,"Two-Way, Not Divided",Straight - Level,No Defects,Wet,1,No,No
c0781454,No,At Intersection,No,2022,Qtr 1,January,25,1899-12-30 19:00:00,Injury Crash,Tuesday,Nighttime,No,0,No,No,Local,19,Three Approaches,Va. Beach City,36.84026,-76.19011,Urban,Winter,January,No,0,1,0,1,Yes,Intersection Area,Intersection Related - Within 150 Feet,ARROWHEAD DR (PR - CITY OF VIRGINIA BEACH),ARROWHEAD DR,No,NEWTOWN RD,12,Male,under 15 Y.O.,ped3721509,Crossing At Intersection,Crossing At Intersection No Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,Not Applicable,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Stop Sign,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,0.35,,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c7114405,No,At Intersection,No,2022,Qtr 1,January,25,1899-12-30 19:21:00,Injury Crash,Tuesday,Nighttime,No,0,No,No,Local,19,Four Approaches,Richmond City,37.57673,-77.43593,Urban,Winter,January,No,0,1,0,1,Yes,Intersection Area,Within Intersection,FENDALL AVE (NP - CITY OF RICHMOND),FENDALL AVE,No,LADIES MILE RD,46,Female,36 - 50 Y.O.,ped3398239,Crossing At Intersection,Crossing At Intersection No Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Stop Sign,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,1.25,,"One-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c2761731,No,At Intersection,No,2022,Qtr 1,January,25,1899-12-30 20:18:00,Injury Crash,Tuesday,Nighttime,No,0,No,No,Minor Arterial,20,Three Approaches,Fairfax County,38.91965,-77.22631,Urban,Winter,January,No,0,2,0,1,Yes,Intersection Area,Within Intersection,SC-5064S (FAIRFAX COUNTY),INTERNATIONAL DR,No,CHAIN BRIDGE RD,74,Male,65 and over Y.O.,ped4848198,Crossing At Intersection,Crossing At Intersection With Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Signal,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,0.16,5064,"Two-Way, Divided, Positive Median Barrier",Straight - Level,No Defects,Dry,1,No,No
c3868231,No,At Intersection,No,2022,Qtr 1,January,26,1899-12-30 08:57:00,Injury Crash,Wednesday,Daytime,No,0,No,No,"",8,Four Approaches,Arlington County,38.86325,-77.07288,Urban,Winter,January,No,0,1,0,1,Yes,Intersection Area,Within Intersection,13TH ST S (PR - ARLINGTON COUNTY),13TH ST,Yes - With School Activity,QUEEN ST,42,Female,36 - 50 Y.O.,ped7021255,Crossing At Intersection,Crossing At Intersection No Signal,No Defects,Not Applicable,Not Applicable,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,0.36,,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,Yes,No
c5295067,No,At Intersection,No,2022,Qtr 1,January,26,1899-12-30 13:28:00,Injury Crash,Wednesday,Daytime,Yes,0,No,No,Other Principal Arterial,13,Three Approaches,Arlington County,38.87715,-77.10973,Urban,Winter,January,No,0,1,0,1,Yes,Intersection Area,Within Intersection,VA-120E,GLEBE RD,No,RANDOLPH ST,25,Male,21 - 35 Y.O.,ped0161919,Crossing At Intersection,Crossing At Intersection With Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,Not Applicable,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Pedestrian Crosswalk,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,4.71,120,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c4471607,No,At Intersection,No,2022,Qtr 1,January,27,1899-12-30 06:40:00,Injury Crash,Thursday,Daytime,No,0,No,No,Minor Arterial,6,Four Approaches,Alexandria City,38.83766,-77.0618,Urban,Winter,January,No,0,1,0,1,Yes,Intersection Area,Within Intersection,MT VERNON AVE (NP - CITY OF ALEXANDRIA),MOUNT VERNON AVE,No,REED AVE,60,Female,51 - 64 Y.O.,ped4208438,Crossing At Intersection,Crossing At Intersection No Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,Not Applicable,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Stop Sign,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,2.01,,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c6890031,No,At Intersection,No,2022,Qtr 1,January,27,1899-12-30 07:32:00,Injury Crash,Thursday,Daytime,No,0,No,No,Local,7,Three Approaches,Falls Church City,38.88611,-77.17469,Urban,Winter,January,No,0,1,0,1,Yes,Intersection Area,Within Intersection,UR-87N (CITY OF FALLS CHURCH),VIRGINIA AVE,No,PARK AVE,46,Male,36 - 50 Y.O.,ped6332089,Crossing At Intersection,Crossing At Intersection With Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,No Apparent Injury,CA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Stop Sign,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,0.45,87,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c5970858,No,At Intersection,No,2022,Qtr 1,January,28,1899-12-30 07:20:00,Injury Crash,Friday,Daytime,No,0,No,No,"",7,Four Approaches,Arlington County,38.85715,-77.09221,Urban,Winter,January,No,0,1,0,1,Yes,Intersection Area,Intersection Related - Within 150 Feet,14TH ST S (NP - ARLINGTON COUNTY),14TH ST,No,MONROE ST,74,Male,65 and over Y.O.,ped2560064,Crossing At Intersection,Crossing At Intersection No Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Stop Sign,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,0.55,,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c0198103,No,At Intersection,No,2022,Qtr 1,January,28,1899-12-30 12:44:00,Injury Crash,Friday,Daytime,No,0,No,No,Other Principal Arterial,12,Three Approaches,Norfolk City,36.89212,-76.25803,Urban,Winter,January,No,0,2,0,1,Yes,Intersection Area,Within Intersection,VA-168S,TIDEWATER DR,No,NORVIEW AVE,72,Female,65 and over Y.O.,ped5285284,Crossing At Intersection,Crossing At Intersection No Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Signal,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Not Working,26.44,168,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Dry,1,No,No
c4750271,No,At Intersection,No,2022,Qtr 1,January,28,1899-12-30 18:40:00,Injury Crash,Friday,Nighttime,No,0,No,No,Local,18,Not at Intersection,Augusta County,38.07856,-79.37735,Rural,Winter,January,No,0,2,0,2,Yes,Intersection Area,Non-Intersection,SC-1117N (AUGUSTA COUNTY),QUARRY RD,No,CITY ST,40,Male,36 - 50 Y.O.,ped8211239,Walking In Roadway,Walking In Roadway Against Traffic – Side Walks Not Available,Other,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,Snow,No Passing Lines,Craigsville,Single Vehicle Crashes,Pedestrian,No,Yes,Yes - Working,0,1117,"Two-Way, Not Divided",Grade - Straight,No Defects,Snowy,1,No,No
c4750271,No,At Intersection,No,2022,Qtr 1,January,28,1899-12-30 18:40:00,Injury Crash,Friday,Nighttime,No,0,No,No,Local,18,Not at Intersection,Augusta County,38.07856,-79.37735,Rural,Winter,January,No,0,2,0,2,Yes,Intersection Area,Non-Intersection,SC-1117N (AUGUSTA COUNTY),QUARRY RD,No,CITY ST,62,Male,51 - 64 Y.O.,ped3086384,Walking In Roadway,Walking In Roadway Against Traffic – Side Walks Not Available,Other,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,Snow,No Passing Lines,Craigsville,Single Vehicle Crashes,Pedestrian,No,Yes,Yes - Working,0,1117,"Two-Way, Not Divided",Grade - Straight,No Defects,Snowy,1,No,No
c0712058,No,At Intersection,No,2022,Qtr 1,January,28,1899-12-30 18:45:00,Injury Crash,Friday,Nighttime,No,0,No,No,Major Collector,18,Not at Intersection,Richmond City,37.48101,-77.4799,Urban,Winter,January,No,0,1,0,1,Yes,Interchange Area,Main-Line Roadway,BRYCE LN (PR - CITY OF RICHMOND),BRYCE LN,No,BROAD ROCK BLVD,72,Female,65 and over Y.O.,ped8700742,Not In Roadway,Not In Roadway,No Defects,Had Not Been Drinking,Had Not Been Drinking,Serious Injury,VA,No,2022,Not Provided,Not Provided,Snow,Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,0,,"Two-Way, Not Divided",Straight - Level,No Defects,Snowy,1,No,No
c6448020,No,At Intersection,No,2022,Qtr 1,January,28,1899-12-30 18:45:00,Injury Crash,Friday,Nighttime,No,0,No,No,Other Principal Arterial,18,Three Approaches,Chesterfield County,37.42236,-77.43777,Urban,Winter,January,No,0,1,0,1,Yes,Intersection Area,Within Intersection,US-1N,JEFFERSON DAVIS HWY,No,ALCOTT RD,57,Male,51 - 64 Y.O.,ped5752911,Crossing At Intersection,Crossing At Intersection No Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,Rain,Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,84.73,1,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Wet,1,No,No
c1061743,No,At Intersection,No,2022,Qtr 1,January,31,1899-12-30 11:57:00,Injury Crash,Monday,Daytime,No,0,No,No,Other Principal Arterial,11,Three Approaches,Fredericksburg City,38.31052,-77.47746,Urban,Winter,January,No,0,1,0,1,Yes,Intersection Area,Within Intersection,US-1S,JEFFERSON DAVIS HWY,No,MARY WASHINGTON BLVD,28,Female,21 - 35 Y.O.,ped1272447,Crossing At Intersection,Crossing At Intersection With Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,CA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Pedestrian Crosswalk,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,147.93,1,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Dry,1,No,No
c3731501,No,At Intersection,No,2022,Qtr 1,January,31,1899-12-30 15:35:00,Injury Crash,Monday,Daytime,No,0,No,No,Minor Arterial,15,Three Approaches,Va. Beach City,36.81347,-76.20714,Urban,Winter,January,No,0,2,0,1,Yes,Intersection Area,Within Intersection,INDIAN RIVER RD (NP - CITY OF VIRGINIA BEACH),INDIAN RIVER RD,No,SUNNYSIDE DR,30,Male,21 - 35 Y.O.,ped6998270,Working In Roadway,Working In Roadway,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,Yes,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Signal,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,14.64,,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Dry,1,No,No
c1842351,No,At Intersection,No,2022,Qtr 1,January,31,1899-12-30 15:41:00,Injury Crash,Monday,Daytime,No,0,No,No,Other Principal Arterial,15,Four Approaches,Newport News City,37.08455,-76.45914,Urban,Winter,January,No,0,1,0,1,Yes,Intersection Area,Intersection Related - Within 150 Feet,US-17S,J CLYDE MORRIS BLVD,No,DILIGENCE DR,62,Male,51 - 64 Y.O.,ped6203776,Crossing At Intersection,Crossing At Intersection Against Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Pedestrian Crosswalk,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,56.56,17,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Dry,1,No,No
c2159925,No,At Intersection,No,2022,Qtr 1,January,31,1899-12-30 17:54:00,Injury Crash,Monday,Daytime,No,0,No,No,"",17,Three Approaches,Henrico County,37.59277,-77.50672,Urban,Winter,January,No,0,1,0,1,Yes,Intersection Area,Intersection Related - Within 150 Feet,N CRESTWOOD AVE (PR - HENRICO COUNTY),CRESTWOOD AVE,No,BROAD ST,47,Male,36 - 50 Y.O.,ped8300352,Standing In Roadway,Standing In Roadway,Eyesight Defective,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,0.93,,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c6486009,No,At Intersection,No,2022,Qtr 1,February,1,1899-12-30 09:50:00,Injury Crash,Tuesday,Daytime,No,0,No,No,Minor Arterial,9,Four Approaches,Arlington County,38.88556,-77.11085,Urban,Winter,February,No,0,1,0,1,Yes,Intersection Area,Intersection Related - Within 150 Feet,CR-6700S (ARLINGTON COUNTY),WASHINGTON BLVD,No,STAFFORD ST,14,Female,under 15 Y.O.,ped7775405,Crossing At Intersection,Crossing At Intersection With Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Pedestrian Crosswalk,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,1.75,6700,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Dry,1,No,No
c4924274,No,At Intersection,No,2022,Qtr 1,February,2,1899-12-30 18:07:00,Injury Crash,Wednesday,Nighttime,No,0,No,No,Minor Arterial,18,Not at Intersection,Danville City,36.56695,-79.41429,Urban,Winter,February,No,0,1,0,1,Yes,Interchange Area,Main-Line Roadway,UR-3708W (CITY OF DANVILLE),KEMPER RD,No,EDMONDS ST,40,Female,36 - 50 Y.O.,ped1388085,Walking In Roadway,Walking In Roadway With Traffic – Sidewalks Not Available,Not Provided,Not Applicable,Not Applicable,Serious Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,Yes,No Traffic Control Device Present,1.66,3708,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c2099780,No,At Intersection,No,2022,Qtr 1,February,2,1899-12-30 18:21:00,Injury Crash,Wednesday,Nighttime,No,0,No,No,Local,18,Three Approaches,Alexandria City,38.81295,-77.04407,Urban,Winter,February,No,0,2,0,1,Yes,Intersection Area,Within Intersection,SAINT ASAPH ST S (NP - CITY OF ALEXANDRIA),SAINT ASAPH ST,No,MADISON ST,31,Male,21 - 35 Y.O.,ped2546694,Crossing At Intersection,Crossing At Intersection With Signal,No Defects,Not Applicable,Not Applicable,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Signal,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,1.31,,"Two-Way, Not Divided",Grade - Straight,No Defects,Dry,1,No,No
c7418917,No,At Intersection,No,2022,Qtr 1,February,2,1899-12-30 20:03:00,Injury Crash,Wednesday,Nighttime,No,0,No,No,Other Principal Arterial,20,Three Approaches,Henrico County,37.59251,-77.50706,Urban,Winter,February,No,0,1,0,1,Yes,Intersection Area,Within Intersection,US-250E,BROAD ST,No,CRESTWOOD AVE,46,Female,36 - 50 Y.O.,ped6398961,Walking In Roadway,Walking In Roadway With Traffic – Sidewalks Not Available,No Defects,Had Not Been Drinking,Had Not Been Drinking,Serious Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,161.02,250,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Dry,1,No,No
c2026213,No,At Intersection,No,2022,Qtr 1,February,3,1899-12-30 19:00:00,Injury Crash,Thursday,Nighttime,Yes,0,No,No,Local,19,Four Approaches,Fairfax County,38.85339,-77.14631,Urban,Winter,February,No,0,1,0,1,Yes,Interchange Area,Main-Line Roadway,SC-1888N (FAIRFAX COUNTY),NEVIUS ST,No,KNOLLWOOD DR,19,Male,15 - 20 Y.O.,ped4722542,Crossing At Intersection,Crossing At Intersection No Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Stop Sign,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,0.11,1888,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c9109645,No,At Intersection,No,2022,Qtr 1,February,4,1899-12-30 05:45:00,Injury Crash,Friday,Nighttime,No,0,No,No,Minor Arterial,5,Not at Intersection,Campbell County,37.35853,-79.10956,Urban,Winter,February,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,US-501N,CAMPBELL HWY,No,BOCOCK RD,36,Male,36 - 50 Y.O.,ped8098376,Walking In Roadway,Walking In Roadway With Traffic – Sidewalks Not Available,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,Rain,Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,66.56,501,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Wet,1,No,No
c6592636,No,At Intersection,No,2022,Qtr 1,February,4,1899-12-30 13:40:00,Injury Crash,Friday,Daytime,No,0,No,No,Other Principal Arterial,13,Three Approaches,Fairfax County,38.72061,-77.12489,Urban,Winter,February,No,0,1,0,1,Yes,Intersection Area,Within Intersection,US-1S,RICHMOND HWY,No,COOPER RD,74,Male,65 and over Y.O.,ped3274368,Crossing At Intersection,Crossing At Intersection Against Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,Rain,Traffic Signal,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,184.75,1,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Wet,1,No,No
